-2.4487,-0.25984,0.062775,0.054467,-0.15121,0.46104,-0.060071,0.27935,0.060816,0.03869
-2.4487,-0.25984,0.062775,0.054467,-0.15121,0.46104,-0.060071,0.27935,0.060816,0.03869
0.15953,1.0247,0.93297,-0.66823,-0.0076842,0.44872,-0.69682,-0.5681,-0.0096031,-0.1049
0.41622,-0.32532,-0.96518,-0.79581,-0.3214,0.1033,0.61064,-0.018496,-0.2855,-0.24549
-0.2932,0.7623,0.34545,0.61963,0.55837,-0.31699,0.26476,-0.0072612,-0.71261,0.16411
0.66408,0.5381,0.39988,-0.11298,0.43228,-0.60936,-0.051452,0.48761,0.64768,-0.35064
-0.70591,-0.68717,0.70206,0.11537,-0.22015,-0.76319,-0.12403,-0.33761,-0.28871,-0.14295
0.19962,0.8491,-0.23652,0.74584,-0.15265,0.25236,0.42597,-0.53355,-0.053746,0.32369
0.0060321,0.1818,-0.33534,-0.20913,0.30769,0.50746,0.22257,-0.61665,0.55919,0.19794
0.50138,-0.42559,-0.86685,-0.050724,0.16717,0.3901,-0.52299,-0.14601,-0.3933,-0.72226
0.11773,0.18521,0.23139,-1.5487,0.37696,0.17929,-0.090193,0.26236,-0.43098,0.59534
-1.0017,-0.19618,-1.1588,-0.24955,1.0965,-0.4135,-0.18348,-0.17307,0.11965,0.2689
1.261,0.84724,-0.62078,0.63248,-0.21235,0.37045,-0.54263,0.62156,-0.085127,0.34451
1.1811,-2.207,0.51113,0.44356,0.5344,0.47234,-0.23091,-0.062624,-0.023379,0.34165
0.68489,-0.66544,-0.17789,-0.35954,-0.93009,-0.45676,-0.0040115,-0.036154,0.18925,0.39114
0.70654,-0.079553,0.72556,-0.18105,0.39691,0.58754,0.79921,0.30149,-0.0049575,-0.25089
